36.22,25.31
36.23,25.64
36.52,25.85
36.94,25.82
37.14,26.09
37.51,26.05
37.52,25.91
35.49,27.35
35.19,26.68
35.81,26.48
35.85,26.32
34.94,25.73
34.67,25.71
34.83,24.99
34.62,24.88
34.42,24.83
33.63,24.91
33.18,25.56
33.18,25.82
33.19,26.55
33.67,26.52
33.88,26.71
34.3,26.69
34.06,26.92
33.88,26.92
33.71,26.72
33.32,26.83
33.63,27.1
33.88,27.12
35.28,27.59
35.49,27.35
19.04,27.31
19,27.02
18.84,27.08
18.67,26.86
18.52,26.98
18.77,27.21
18.64,27.31
18.28,27.31
18.23,27.42
18.58,27.55
18.69,27.73
19.04,27.31
46.06,26.06
46.07,26.78
46.71,27.54
47.49,27.7
48.14,27.31
48.47,27.04
48.93,27
49.11,27.08
49.38,27.31
49.35,27.87
16.66,27.82
16.57,27.64
16.23,27.75
16.16,27.91
16.66,27.82
43.75,27.27
43.2,26.97
43.22,27.14
43.09,27.26
43.19,27.38
43.11,27.53
43.46,27.81
43.73,27.92
44.09,27.93
44.01,27.74
43.8,27.65
43.75,27.27
24.88,21.5
24.97,21.48
25.21,21.48
25.23,21.47
25.23,21.46
25.24,21.46
25.25,21.46
25.27,21.45
25.28,21.45
25.29,21.45
25.3,21.46
25.31,21.46
25.32,21.45
25.33,21.44
25.35,21.44
25.36,21.44
25.4,21.44
25.42,21.44
25.43,21.44
25.43,21.44
25.44,21.45
25.45,21.45
25.59,21.46
25.62,21.37
25.74,21.36
25.95,21.34
26.26,21.34
26.34,21.22
25.96,20.92
25.85,20.92
25.74,20.9
24.96,20.79
24.78,20.82
24.05,20.82
23.95,20.8
23.79,20.8
23.63,20.88
23.6,20.88
23.3,20.73
23.25,20.72
23.21,20.72
23.1,20.71
23.03,20.71
22.21,20.71
22.05,20.71
21.62,20.61
21.49,20.51
21.5,20.43
21.43,20.38
21.21,20.25
20.93,20.35
20.83,20.37
20.84,20.43
20.78,20.47
19.86,20.06
19.54,20.14
20.45,20.92
21.27,21.23
21.62,21.2
21.76,21.19
22,21.32
22.28,21.5
22.32,21.54
22.46,21.67
22.33,21.63
22.21,21.59
21.91,21.5
21.62,21.39
21.36,21.46
21.11,21.61
20.94,21.7
20.02,21.63
19.79,21.79
21.06,22.55
20.63,22.98
20.99,23.24
21.62,23.33
21.91,23.25
21.88,23.29
21.91,23.4
22.07,23.3
22.21,23.31
22.17,23.33
22.16,23.33
21.99,23.43
21.93,23.56
22.04,23.69
22.21,23.72
22.05,23.85
22.12,23.97
22.13,24.17
21.85,24.09
21.44,24.55
21.62,24.82
21.88,24.92
21.94,24.98
21.62,24.93
20.45,24.73
19.92,24.85
19.95,24.99
20.15,25.32
20.34,25.57
20.12,25.69
20.11,25.87
20.21,25.95
20.45,25.92
20.45,25.93
20.3,26
20.25,26.2
19.76,25.55
19.24,25.37
19.33,26.26
18.84,26.53
19.11,26.7
19.28,27.22
19.49,27.36
19.43,27.78
19.92,28.32
21.16,28.39
17.62,28.42
17.53,28.16
17.2,28.18
17.12,28.27
17.62,28.42
17.83,27.49
17.64,27.09
17.54,27.11
17.63,27.4
17.54,27.67
17.91,27.81
17.84,28.01
18.03,28.25
18.69,28.46
18.79,28.29
18.62,28.01
18.12,27.79
17.78,27.59
17.83,27.49
48.01,28.87
47.89,28.63
48.19,28.64
48.16,28.47
47.48,28.15
47.11,28.17
46.9,28.42
47.46,28.63
47.61,29.05
48.01,28.87
22.21,29.16
21.82,28.81
21.62,28.91
21.68,29.07
22.04,29.31
22.21,29.16
22.21,29.16
22.21,29.18
22.39,29.32
22.48,29.11
49.35,27.87
49.51,28.29
48.96,28.29
48.52,28.58
48.51,29.14
48.73,29.23
50.83,29.56
51.01,29.61
51.75,29.49
53.04,29.47
47.15,29.79
46.94,29.68
46.84,29.84
46.76,29.97
47.07,30
47.15,29.79
23.92,29.88
23.71,29.71
23.55,29.8
23.46,29.88
23.55,30.01
23.92,29.88
45.55,30.09
45.13,30.03
44.54,30.22
44.63,30.32
45.13,30.33
45.4,30.31
45.55,30.09
53.04,29.47
54.31,30.11
53.56,30.5
52.74,30.45
52.8,30.54
46.1,30.46
46.05,30.26
45.7,30.29
45.87,30.55
46.1,30.46
24.12,30.74
23.83,30.24
23.67,30.11
23.56,30.42
23.66,30.54
23.85,30.47
23.85,30.74
24.12,30.74
17.83,32.12
17.86,32.28
18.45,32.33
18.33,32.12
18.17,31.94
17.83,32.12
34.19,34.02
34.05,33.81
33.65,33.89
33.73,34
34.19,34.02
60.54,35.02
60.76,35.21
61.03,35.07
60.76,34.91
60.54,35.02
36.45,28.99
36.4,29.04
35.91,29.04
35.66,29.44
35.5,29.78
35.53,29.57
35.32,29.69
35.44,29.43
35.44,29.12
35.2,29
34.83,29.04
34.29,28.78
33.88,28.47
33.18,28.14
32.28,27.99
31.43,28.29
30.55,28.75
30.51,29
30.75,29.26
30.67,29.57
30.85,29.62
30.6,29.76
30.53,29.46
30.54,29.33
30.26,29.16
30.24,29.46
29.95,30.37
30.12,30.83
29.62,30.9
29.84,31.22
29.89,31.71
30.15,31.89
30.1,32.14
30.47,31.98
30.43,32.17
30.72,32.17
31.24,32.62
32,32.95
32.68,32.99
32.88,33.4
33.62,33.38
33.32,33.53
33.38,33.66
33.88,33.63
34.04,33.52
34.7,33.65
34.92,34.02
35.72,34.41
36.05,34.6
36.07,34.95
37.13,35.02
37.02,35.64
37.33,36.14
37.8,36.49
38.06,36.41
38.2,36.74
38.63,37
39.19,37.17
39.79,37.81
40.76,38.14
40.61,38.31
39.54,38.28
39.63,38.71
40.82,39.15
40.97,38.79
41.47,38.95
42.17,38.74
42,39.32
43.51,39.72
43.88,40.08
44.75,40.08
44.86,39.82
45.45,39.78
45.67,40.05
46.13,39.95
46.48,40.18
47.34,40.25
47.96,40.68
48.74,40.62
50.55,40.96
50.63,40.55
52.86,40.98
52.86,40.98
53.46,40.71
54.24,40.76
55.32,40.51
55.49,40.28
55.14,39.93
55.86,39.75
49.35,40.89
49.06,40.88
49.01,41.11
49.28,41.17
49.35,40.89
43.52,12.42
42.93,12.68
42.64,12.88
42.58,12.93
42.35,13.08
41.93,13.33
41.01,13.5
40.53,13.85
40.32,13.94
40.32,13.91
40.32,13.9
40.32,13.87
40.32,13.87
40.32,13.86
40.32,13.84
40.32,13.81
40.32,13.79
40.22,13.87
40.03,14.13
40.27,14.36
39.95,14.54
39.9,14.69
39.88,15.03
39.52,14.92
39.22,15.15
38.84,14.88
38.54,15.34
38.65,15.45
38.65,15.45
38.72,15.59
38.72,15.59
38.57,15.78
38.45,15.7
38.35,15.73
38.09,15.64
37.22,15.32
37.33,15.16
37.39,14.79
37.26,14.63
37.38,14.22
37.45,14.16
37.75,13.96
38.17,13.75
38.64,13.47
38.74,13.29
38.74,13.28
38.75,13.27
38.75,13.26
38.76,13.25
38.76,13.25
38.77,13.23
38.77,13.23
38.79,13.19
38.8,13.17
38.81,13.16
38.81,13.14
38.82,13.12
38.84,13.1
38.84,13.09
38.84,13.08
38.84,13.06
38.91,12.89
39.01,12.68
39.14,12.53
39.25,12.44
39.77,12.07
40.13,11.92
41.04,11.9
41.04,11.73
41.02,11.42
41.54,11.22
42.38,10.89
41.86,10.39
41.64,10.11
40.75,9.923
40.64,10.04
40.09,10.17
39.77,10.56
39.48,10.64
39.03,10.89
38.76,11.22
37.77,11.41
37.3,11.73
36.73,12.15
36.44,12.37
35.7,12.94
35.29,13.58
35.25,13.81
35.14,13.97
35.01,14.04
34.51,14.21
33.63,14.37
33.13,13.93
32.52,13.78
21.16,28.39
20.56,27.49
21.62,27.62
22.19,27.69
23.08,27.45
22.57,26.75
22.48,26.64
22.32,26.51
21.94,26.45
21.72,26.35
22.04,26.3
22.06,26.3
22.07,26.29
22.08,26.28
22.09,26.26
22.09,26.24
22.08,26.22
22.07,26.21
22.06,26.2
21.62,26.02
21.61,26.02
21.6,26.02
21.6,26.02
21.61,26.02
21.6,26.01
21.61,26.01
21.6,26
21.6,26
21.59,26.01
21.59,26.01
21.58,26.01
21.55,26.02
21.55,26.02
21.55,26.01
21.54,26.02
21.54,26.02
21.51,26.03
21.49,26.03
21.48,26.04
21.47,26.03
21.45,26.04
21.44,26.04
21.43,26.05
21.42,26.05
21.41,26.05
21.41,26.05
21.41,26.05
21.41,26.04
21.4,26.04
21.39,26.04
21.38,26.05
21.38,26.05
21.34,26.05
21.32,26.04
21.31,26.04
21.29,26.05
21.27,26.06
21.26,26.07
21.25,26.08
21.24,26.08
21.23,26.08
21.22,26.09
21.2,26.1
21.19,26.11
21.18,26.11
21.17,26.1
21.16,26.1
21.16,26.1
21.17,26.1
21.17,26.11
21.16,26.11
21.15,26.12
21.14,26.12
21.14,26.11
21.14,26.11
21.13,26.1
21.14,26.1
21.14,26.1
21.14,26.11
21.14,26.11
21.15,26.11
21.16,26.11
21.15,26.1
21.16,26.1
21.16,26.09
21.17,26.09
21.3,26.02
21.48,26
21.57,25.99
21.92,25.94
22.63,25.94
22.96,25.81
23.1,25.71
23.21,25.63
23.37,25.52
23.44,25.3
23.53,25.07
23.63,24.94
23.65,24.86
23.75,24.72
23.79,24.58
24.2,24.55
24.78,24.15
24.8,23.97
24.95,23.76
24.7,23.76
24.58,23.71
24.3,23.68
24.59,23.69
25.01,23.52
25.27,23.23
25.11,22.9
25.26,22.81
25.74,22.91
25.94,22.96
26.33,22.91
26.67,22.74
26.74,22.53
26.52,22.09
26.05,21.95
25.94,21.73
25.74,21.67
25.59,21.63
25.6,21.51
25.51,21.53
25.38,21.45
25.21,21.49
25.09,21.51
25,21.5
24.92,21.5
24.88,21.5
24.88,21.5
24.88,21.51
24.88,21.51
24.85,21.48
24.75,21.48
24.77,21.47
24.87,21.48
24.88,21.5
22.48,29.11
22.28,29.01
22.21,29.16
